NHU CẦU & SL ĐÁP ỨNG - ĐƠN HÀNG,,,,,,,
NGÀY NHẬN ĐH,Ngày triển khai,Số ĐH,Mã Khách Hàng,Tên Khách Hàng,Mã SP,SL đơn hàng,NGÀY Yêu cầu hoàn thành
7/5/2023,7/5/2023,154/23XK,LZW,Li zi wang,KD2-1486,  20 ,7/6/2023
7/5/2023,7/5/2023,154/23XK,LZW,Li zi wang,KD2-1517,  120 ,7/6/2023
7/5/2023,7/5/2023,154/23XK,LZW,Li zi wang,KM2-1482,  50 ,7/6/2023
7/5/2023,7/5/2023,154/23XK,LZW,Li zi wang,NL.201,  120 ,7/6/2023
7/5/2023,7/5/2023,154/23XK,LZW,Li zi wang,P.08,  120 ,7/6/2023
7/5/2023,7/5/2023,154/23XK,LZW,Li zi wang,P.10,  120 ,7/6/2023
7/3/2023,7/6/2023,155/23ND,B2B,VIETCOMBANK TÂN ĐỊNH ,GS.01CC-VCB,  150 ,7/29/2023
7/3/2023,7/6/2023,155/23ND,B2B,VIETCOMBANK TÂN ĐỊNH ,GS.07CC-VCB,  50 ,7/29/2023
7/5/2023,7/6/2023,156/23XK,0327/KOREA,BEAUTY H,KD2-0741,  1.000 ,8/19/2023
7/5/2023,7/6/2023,157/23xk,0460/KOREA,JUNG JAEMYOUNG,KD2-1620,  2.000 ,8/21/2023
6/30/2023,7/6/2023,158/23XK,0485/ISRAEL,R.n.d Topnail LTD,KD2-1680,  500 ,9/8/2023
6/30/2023,7/6/2023,158/23XK,0485/ISRAEL,R.n.d Topnail LTD,KD2-1682,  500 ,9/8/2023
6/30/2023,7/6/2023,158/23XK,0485/ISRAEL,R.n.d Topnail LTD,KD2-1683,  500 ,9/8/2023
6/30/2023,7/6/2023,158/23XK,0485/ISRAEL,R.n.d Topnail LTD,KD2-1684,  500 ,9/8/2023
6/30/2023,7/6/2023,158/23XK,0485/ISRAEL,R.n.d Topnail LTD,KM2-1697,  500 ,9/8/2023
6/30/2023,7/6/2023,158/23XK,0485/ISRAEL,R.n.d Topnail LTD,KSB-1768,  500 ,9/8/2023
6/30/2023,7/6/2023,158/23XK,0485/ISRAEL,R.n.d Topnail LTD,KSK-1685,  500 ,9/8/2023
6/30/2023,7/6/2023,158/23XK,0485/ISRAEL,R.n.d Topnail LTD,KSK-1694,  500 ,9/8/2023
6/30/2023,7/6/2023,158/23XK,0485/ISRAEL,R.n.d Topnail LTD,KSN-1769,  500 ,9/8/2023
6/30/2023,7/6/2023,158/23XK,0485/ISRAEL,R.n.d Topnail LTD,KSN-1770,  500 ,9/8/2023
6/30/2023,7/6/2023,158/23XK,0485/ISRAEL,R.n.d Topnail LTD,KSS-1688,  500 ,9/8/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,CL.201GR-5mm,  500 ,8/20/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,CL.205-7mm,  1.000 ,8/20/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,CL.206-5mm,  500 ,8/20/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,CL.207-7mm,  500 ,8/20/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,CL.S01-7mm,  1.000 ,8/20/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,CL.S02-5mm,  500 ,8/20/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,KD.701,  1.400 ,8/15/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,KD.702,  1.000 ,8/15/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,KD.703,  1.000 ,8/15/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,KD.704,  800 ,8/15/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,KD.705,  1.000 ,8/15/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,KD.706,  1.000 ,8/15/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,KD.707,  1.000 ,8/15/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,KM2-1434,  1.000 ,8/20/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,KM2-1487,  500 ,8/20/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,NL.203,  1.000 ,8/20/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,NL.205,  1.000 ,8/20/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,P.12,  1.000 ,8/15/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,P.13,  1.000 ,8/15/2023
7/5/2023,7/6/2023,159/23xk,KDQT,HỘI CHỢ TNK,P.14,  1.000 ,8/15/2023
7/11/2023,7/11/2023,160/23XK,NNC,NNC,B.916C-HO,  180 ,7/25/2023
7/11/2023,7/11/2023,160/23XK,NNC,NNC,B.916C-TR,  180 ,7/25/2023
7/11/2023,7/11/2023,160/23XK,NNC,NNC,B.916C-VA,  180 ,7/25/2023
7/11/2023,7/11/2023,160/23XK,NNC,NNC,B.916C-XL,  180 ,7/25/2023
7/11/2023,7/11/2023,160/23XK,NNC,NNC,GS.08TC,  200 ,7/25/2023
7/11/2023,7/11/2023,160/23XK,NNC,NNC,N.426A,  720 ,7/25/2023
7/11/2023,7/11/2023,160/23XK,NNC,NNC,N.426B,  360 ,7/25/2023
7/11/2023,7/11/2023,160/23XK,NNC,NNC,N.426C,  720 ,7/25/2023
7/11/2023,7/11/2023,160/23XK,NNC,NNC,NCMINI.01,  500 ,7/25/2023
7/11/2023,7/11/2023,160/23XK,NNC,NNC,NCMINI.02,  200 ,7/25/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,C.07-7MM,  240 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,CL.205-5mm,  120 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,CL.205-7mm,  240 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,CL.206-5mm,  240 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,CL.207-7mm,  120 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,CL.S01-7mm,  240 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,CL.S02-5mm,  240 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,KD.703,  360 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,KD.704,  360 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,KD.705,  360 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,KD.707,  500 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,NC.06,  120 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,NL.201,  240 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,NL.203,  240 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,NL.205,  240 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,P.08,  240 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,P.12,  240 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,P.13,  240 ,8/28/2023
7/5/2023,7/11/2023,161/23XK,0419/MEXICO,Oleksandr Zadorozhnyi,P.14,  360 ,8/28/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KD2-1774,  180 ,9/8/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KD2-1775,  120 ,9/8/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KD2-1776,  120 ,9/8/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KD2-1778,  120 ,9/8/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KD2-1779,  120 ,9/8/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KD2-1780,  120 ,9/8/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KDT-1781,  120 ,9/8/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KM2-1777,  120 ,9/8/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KM2-1782,  120 ,9/8/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KM2-1783,  120 ,9/8/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KMT-1784,  120 ,9/8/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KSB-1785,  120 ,8/29/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KSB-1786,  240 ,8/29/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KSN-1791,  120 ,8/29/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KSS-1787,  120 ,8/29/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KSS-1788,  120 ,8/29/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KSS-1789,  120 ,8/29/2023
7/5/2023,7/13/2023,162/23XK,0486/ITALIA,KUKER DI F.LLI FAZZINI S.N.C,KSS-1790,  120 ,8/29/2023
7/13/2023,7/13/2023,163/23XK,0456/RUSSIA,Ali fardin fathi ,KSK-1614,  500 ,7/28/2023
7/12/2023,7/13/2023,164/23XK,0341/KOREA,FROM N,KD2-1662,  2.000 ,9/7/2023
7/11/2023,7/13/2023,165/23XK,0246/KOREA,PARAN NAIL ,KD2-0737,  200 ,9/15/2023
7/11/2023,7/13/2023,165/23XK,0246/KOREA,PARAN NAIL ,KD2-0740,  800 ,9/15/2023
7/11/2023,7/13/2023,166/23XK,0427/KOREA, MABUSA COMPANY,KD2-1341,  560 ,9/16/2023
7/11/2023,7/13/2023,166/23XK,0427/KOREA, MABUSA COMPANY,KD2-1342,  565 ,9/16/2023
7/12/2023,7/14/2023,167/23xk,0241/UAE,BEDASHING BEAUTY LOUNGE LLC,KSS-0338,  6.000 ,8/7/2023
7/18/2023,7/19/2023,168/23ND,B2B,AMBIANCE NAIL SPA,B.901,  2.000 ,8/23/2023
7/18/2023,7/19/2023,168/23ND,B2B,AMBIANCE NAIL SPA,D.06-14,  5.000 ,8/23/2023
7/18/2023,7/19/2023,168/23ND,B2B,AMBIANCE NAIL SPA,S.514,  2.000 ,8/23/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,B.916C-HO,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,B.916C-TR,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,B.916C-VA,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,B.916C-XL,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.03-12,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.03-14,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.04-12,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.04-14,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.05-14,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.06-14,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.07-12,  10 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.07-14,  10 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.07-3.5mm,  10 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.08-14,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.111,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.112,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.114,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.118,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.35-12,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.35-14,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.36-12,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.36-14,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.37-12,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,C.37-14,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,CL.101-12,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,CL.201-12,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,CL.203-12,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,ES.01,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,ES.03,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,ES.04,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,ES.05,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,EVO.01V-14,  10 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,NC.01,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,NC.02,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,NC.03,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,NC.04,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,NC.05,  400 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,NC.06,  400 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,P.01,  10 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,P.02,  10 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,P.03,  1.000 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,P.04,  10 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,P.05,  10 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,P.08,  500 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,P.09,  10 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,P.10,  10 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,T.01BL,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,T.01BO,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,T.01GR,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,T.01PU,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,T.01RE,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,T.03,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,T.04,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,T.05,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,T.06,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,T.07,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,T.08,  3 ,8/16/2023
7/5/2023,7/19/2023,169/23XK,KDQT,HỘI CHỢ TNK,T.09,  3 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,B.939DO,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,B.939TI,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,B.939XD,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,B.939XL,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,B.999,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,ES.03,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,ES.04,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,ES.05,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,N.425DO,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,N.425TI,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,N.425XD,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,N.425XL,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,P.03,  3 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,T.01BL,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,T.01BO,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,T.01GR,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,T.01PU,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,T.01RE,  5 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,T.02,  10 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,T.03,  10 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,T.04,  10 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,T.05,  10 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,T.06,  10 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,T.07,  10 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,T.08,  10 ,8/16/2023
7/13/2023,7/20/2023,170/23XK,CYRUS,NLA BEAUTY & CARE,T.09,  10 ,8/16/2023
7/17/2023,7/20/2023,171/23XK,0393/RUSSIA,LLC RINGO,KD2-1127,  5.000 ,9/29/2023
7/17/2023,7/20/2023,171/23XK,0393/RUSSIA,LLC RINGO,KD2-1481,  5.000 ,9/29/2023
7/17/2023,7/20/2023,171/23XK,0393/RUSSIA,LLC RINGO,KD2-1543,  5.000 ,9/29/2023
7/17/2023,7/20/2023,171/23XK,0393/RUSSIA,LLC RINGO,KD2-1551,  5.000 ,9/29/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,B.901NC,  2.880 ,8/28/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,B.902NC,  1.800 ,8/28/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,D.03-12NC,  720 ,9/16/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,D.06-12NC,  1.080 ,9/16/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,D.06-16NC,  360 ,9/16/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,D.07-12NC,  6.840 ,9/16/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,D.07-14NC,  6.840 ,9/16/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,D.07-16NC,  8.280 ,9/16/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,D.07-3.5NC,  3.240 ,9/16/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,D.22NC,  9.000 ,9/16/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,D.23NC,  24.120 ,9/16/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,D.27NC,  1.080 ,9/16/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,D.501-14NC,  6.840 ,9/16/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,D.501NC,  49.320 ,9/16/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,DL.02C-14NC,  360 ,9/16/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,S.506NC,  1.080 ,8/28/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,S.507NC,  1.080 ,8/28/2023
7/21/2023,7/25/2023,172/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,S.511NC,  3.240 ,8/28/2023
7/21/2023,7/25/2023,173/23xk,0410/PAT,SETACO FOR IMPORT AND EXPORT (Patrick Ricco ),KD2-1316,  720 ,9/14/2023
7/21/2023,7/25/2023,174/23XK,0457/UK,K&K BEAUTY,KD2-1828,  1.500 ,4/30/2024
7/21/2023,7/25/2023,174/23XK,0457/UK,K&K BEAUTY,KD2-1829,  1.500 ,4/30/2024
7/21/2023,7/25/2023,174/23XK,0457/UK,K&K BEAUTY,KSK-1764,  1.000 ,11/30/2023
7/21/2023,7/25/2023,174/23XK,0457/UK,K&K BEAUTY,KSS-1763,  1.000 ,11/30/2023
7/21/2023,7/25/2023,175/23XK,0491/POLAND,STAR DUST SP. Z O.O,KD2-1833,  1.000 ,9/13/2023
7/21/2023,7/25/2023,175/23XK,0491/POLAND,STAR DUST SP. Z O.O,KSK-1834,  1.000 ,9/13/2023
7/21/2023,7/25/2023,176/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,KD2-1830,  1.000 ,10/28/2023
7/21/2023,7/25/2023,176/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,KSB-1831,  1.000 ,10/28/2023
7/21/2023,7/25/2023,176/23XK,0425/CHINA,Guangzhou Xingdian Nail Products Company Limited,KSS-1832,  1.000 ,10/28/2023
7/24/2023,7/25/2023,177/23ND,B2B,HẢI VÂN,BQT.HAIVAN,  305 ,8/10/2023
7/24/2023,7/25/2023,178/23XK,0475/CHINA,"NINGBO CENTURY TIMES IMPORT AND EXPORT CO., LTD",KD2-1806,  500 ,9/15/2023
7/24/2023,7/25/2023,178/23XK,0475/CHINA,"NINGBO CENTURY TIMES IMPORT AND EXPORT CO., LTD",KD2-1807,  400 ,9/15/2023
7/24/2023,7/25/2023,178/23XK,0475/CHINA,"NINGBO CENTURY TIMES IMPORT AND EXPORT CO., LTD",KD2-1808,  500 ,9/15/2023
7/24/2023,7/25/2023,178/23XK,0475/CHINA,"NINGBO CENTURY TIMES IMPORT AND EXPORT CO., LTD",KD2-1809,  500 ,9/15/2023
7/24/2023,7/25/2023,178/23XK,0475/CHINA,"NINGBO CENTURY TIMES IMPORT AND EXPORT CO., LTD",KD2-1810,  500 ,9/15/2023
7/24/2023,7/25/2023,178/23XK,0475/CHINA,"NINGBO CENTURY TIMES IMPORT AND EXPORT CO., LTD",KD2-1811,  500 ,9/15/2023
7/24/2023,7/25/2023,178/23XK,0475/CHINA,"NINGBO CENTURY TIMES IMPORT AND EXPORT CO., LTD",KD2-1812,  500 ,9/15/2023
7/24/2023,7/25/2023,178/23XK,0475/CHINA,"NINGBO CENTURY TIMES IMPORT AND EXPORT CO., LTD",KD2-1813,  500 ,9/15/2023
7/24/2023,7/25/2023,178/23XK,0475/CHINA,"NINGBO CENTURY TIMES IMPORT AND EXPORT CO., LTD",KD2-1814,  500 ,9/15/2023
7/24/2023,7/25/2023,178/23XK,0475/CHINA,"NINGBO CENTURY TIMES IMPORT AND EXPORT CO., LTD",KD2-1815,  500 ,9/15/2023
7/24/2023,7/25/2023,178/23XK,0475/CHINA,"NINGBO CENTURY TIMES IMPORT AND EXPORT CO., LTD",KD2-1816,  500 ,9/15/2023
7/24/2023,7/25/2023,178/23XK,0475/CHINA,"NINGBO CENTURY TIMES IMPORT AND EXPORT CO., LTD",KD2-1817,  500 ,9/15/2023
